"Name","Team","Ht","GP","MINS","OPPM","DPPM","PPM","PTS","ORB","DRB","AST","STL","BLK","TOV","PF","RIMA","RIM.","MIDA","MID.","TPA","TP.","FTA","FT.","TS.","eFG."
"Joey Reilly","Sacred Heart","6-0",27,764.881,2.3,-1.5,0.8,13.5,0.1,1.5,2.3,1.5,0.2,1.2,2.3,3.1,0.681,1.9,0.512,5,0.384,2.1,0.787,0.617,0.596
"Isaiah Watts","Washington St.","6-3",31,312.915,0.2,0.6,0.8,12.7,0.1,3.1,1.7,1.7,0.6,1.1,5,1.3,0.667,1.2,0.545,7.7,0.377,1.4,0.615,0.581,0.576
"MJ Collins","Virginia Tech","6-4",31,903.9,1,-0.2,0.8,8.7,0.6,2.9,3.2,1.1,0.2,1.4,1.5,2.4,0.532,2.8,0.236,4.1,0.288,1.5,0.846,0.435,0.399
"Jaden Cooper","Columbia","6-3",23,302.284,1.6,-0.8,0.8,13.6,1.6,6,3.4,1.5,0.1,1.7,3.8,2.3,0.55,2.6,0.435,6.1,0.426,1,1,0.592,0.572
"Aidan Kehoe","Navy","6-10",17,204.768,-0.4,1.2,0.8,9.1,4.7,4.7,1.9,0.6,2.3,1.7,3.4,6.1,0.562,1.5,0.5,0,0,2.5,0.308,0.52,0.55
"George Pridgett Jr.","FIU","5-11",29,285.068,1.3,-0.5,0.8,12.5,0.5,2.1,1.2,2.1,0.2,0.9,1.4,1.1,0.333,1.3,0.364,9.6,0.333,1.7,0.786,0.492,0.47
"Kyrone Alexander","Boston U.","6-4",31,790.683,0.3,0.5,0.8,13.4,1.2,4.4,2.3,1.1,0.5,2,2.6,4.1,0.506,1.7,0.237,4.5,0.333,5,0.798,0.529,0.458
"Jonathan Cisse","Texas Southern","6-1",31,912.333,2.3,-1.5,0.8,15.7,0.9,3.3,3.2,1,0.1,1.8,1,3.2,0.536,4.2,0.354,4.9,0.369,4.8,0.827,0.541,0.48
"Jake DiMichele","Duquesne","6-4",29,666.232,-0.1,0.9,0.8,10.2,0.8,3.2,1.6,0.9,0.5,1.4,3.4,3,0.661,1.5,0.481,4.1,0.316,1.4,0.6,0.547,0.541
"Jordan O'Neal","Jackson St.","6-7",30,872.201,1.7,-0.9,0.8,15,3,4.3,1.3,0.8,1.8,1.8,3.6,6.2,0.724,3,0.427,0.8,0.368,3.9,0.657,0.633,0.622
"Max Murrell","Stanford","6-9",17,248.217,-1.3,2.1,0.8,6.2,1.4,3.6,1.4,1,2.2,1.1,3.3,1.6,0.417,0.8,0.5,3.2,0.304,1.5,0.727,0.487,0.451
"Giancarlo Rosado","Fla. Atlantic","6-8",24,312.332,-0.3,1.1,0.8,13.3,2.9,5.2,3.7,0.3,0.9,3.1,4.3,6.1,0.582,2.4,0.364,0.1,1,7.1,0.578,0.554,0.532
"Kenny Noland","Columbia","6-4",23,396.518,2.9,-2.1,0.8,14.9,0.8,3.1,3.5,1.4,0.1,2.2,2.1,4,0.522,1.9,0.364,6.2,0.451,1.2,0.857,0.59,0.576
"Markus Burton","Notre Dame","5-11",32,1078.802,0.9,-0.1,0.8,19,0.7,2.9,4.6,2.1,0.2,4.1,3.1,5.4,0.516,6.5,0.424,4.6,0.291,4.7,0.819,0.506,0.458
"Garwey Dual","Providence","6-5",32,596.381,-1.1,1.9,0.8,6.2,0.8,1.7,3.6,1.4,1.2,1.9,2.9,2.7,0.435,1.1,0.316,3.2,0.241,1.2,0.667,0.407,0.382
"Ethan Price","Eastern Wash.","6-10",30,795.282,2.2,-1.4,0.8,15.7,0.6,4.5,3,0.6,1,3,3.1,4.3,0.69,1.7,0.462,4.2,0.394,4.2,0.773,0.644,0.611
"Obinna Anochili-Killen","Marshall","6-8",27,832.716,0.8,0,0.8,15.4,1.5,4.7,1.7,1.1,1.1,1.7,3,4.6,0.595,3.9,0.327,3.5,0.322,6.1,0.665,0.519,0.475
"Nick Pringle","Alabama","6-9",32,575.183,0.3,0.5,0.8,12.3,3.9,5.5,1.1,0.6,1.4,1.7,4.8,6.9,0.675,0.3,0.167,0,0,5.3,0.538,0.629,0.651
"Mark Armstrong","Villanova","6-2",34,841.884,0.3,0.5,0.8,12.3,0.4,2.9,3.6,1.3,0.3,2.5,2.7,4.5,0.534,3.1,0.408,3.7,0.282,2.5,0.776,0.497,0.463
"Tommy Bruner","Denver","6-1",29,994.199,3.7,-2.9,0.8,23.3,0.3,2.3,4,1.3,0.1,3.6,3.1,6.6,0.531,3.9,0.385,7,0.364,7.1,0.797,0.558,0.504
"Nick Townsend","Yale","6-7",31,558.015,1.2,-0.4,0.8,11.8,3,4.6,2.1,0.8,0.2,1.3,3.8,6.3,0.536,1.8,0.185,1.7,0.308,3.5,0.792,0.514,0.46
"Markus Harding","Central Mich.","6-10",22,607.802,0.9,-0.1,0.8,13.4,2.9,3.9,1.9,0.3,0.8,2.3,3.8,6.9,0.678,1,0.25,2.2,0.194,4.1,0.565,0.561,0.554
"Lassina Traore","Long Beach St.","6-9",34,1033.132,1,-0.2,0.8,12.9,3.7,7.5,1.3,0.9,0.6,2.1,3.5,5,0.665,4,0.357,0.1,0.25,4.8,0.689,0.565,0.525
"Reed Bailey","Davidson","6-11",30,866.101,1,-0.2,0.8,16.2,2.2,5,1.8,0.8,0.4,2.1,3.2,7,0.518,2.8,0.358,2.4,0.211,6.8,0.805,0.527,0.442
"Michael Ajayi","Pepperdine","6-7",29,1012.351,2,-1.2,0.8,17.6,2.4,7.5,1.9,1,0.5,2.1,2.7,4.7,0.489,6.7,0.432,2.5,0.479,5.2,0.7,0.539,0.504
"Tre Carroll","Fla. Atlantic","6-7",23,172.118,1.6,-0.8,0.8,17.5,3.6,4.4,1.6,1.4,0.4,1.6,4.2,6.8,0.618,2,0.7,4.8,0.167,5.4,0.704,0.538,0.5
"Ronnie DeGray III","Wichita St.","6-6",23,492.753,-0.1,0.9,0.8,9.6,3,3,1,1.4,0.4,1.4,3.9,3.4,0.638,1.6,0.318,2.6,0.306,2.9,0.65,0.536,0.51
"RJ Godfrey","Clemson","6-7",35,540.586,-0.4,1.2,0.8,14,2.2,5.9,1.8,1.1,1.5,2.2,5.1,8.3,0.642,1.2,0.278,0.5,0.429,3.3,0.612,0.604,0.598
"Zid Powell","UTEP","6-4",31,849.166,-0.4,1.2,0.8,13.9,1.7,4.5,3.8,2.1,0.4,3.5,3.3,5.2,0.545,3,0.247,2.9,0.25,6.1,0.742,0.495,0.42
"Will Eames","Green Bay","6-7",26,411.283,-0.4,1.2,0.8,8.4,2.4,7.3,2.7,1.1,0.6,2,3.9,2.5,0.593,1.2,0.231,3.3,0.333,2.6,0.607,0.51,0.487
"AJ Casey","Miami (FL)","6-9",24,237.018,-0.8,1.5,0.7,6.5,2.3,4.5,1.1,0.4,1,0.7,1.8,3.2,0.652,1.4,0.3,1.7,0,2.4,0.588,0.433,0.4
"Christian Watson","Miami (FL)","6-7",24,299.283,-0.1,0.8,0.7,7.4,0.6,3.6,2,0.4,0,1,1.4,1.9,0.529,1.4,0.462,3.2,0.241,2.7,0.625,0.469,0.432
"Enoch Cheeks","Dayton","6-3",33,1015.034,0.4,0.3,0.7,9.7,1.6,4.2,2.4,1.5,0.8,2,2.2,3.7,0.594,1.2,0.324,2.9,0.304,2.8,0.684,0.532,0.5
"Riley Kugel","Florida","6-5",33,763.984,0.2,0.5,0.7,12.9,1.2,3.7,2,1.5,0.3,2.7,2.6,5.1,0.521,2.2,0.275,4.7,0.312,2.9,0.696,0.484,0.455
"Caleb Mills","Memphis","6-3",14,337.267,-0.3,1,0.7,10.7,0.6,3.7,1.8,1.1,0.6,1.3,3.1,3.2,0.424,2.4,0.36,2.9,0.367,4.2,0.727,0.51,0.449
"Duke Brennan","Grand Canyon","6-10",34,793.832,0,0.7,0.7,10.3,4.1,5.9,0.7,1.1,1,2,4.7,6.9,0.58,0.1,0.333,0,1,3.6,0.578,0.586,0.581
"Cade Phillips","Tennessee","6-9",13,80.049,-1.3,2,0.7,4.8,3.6,3.6,2,0.4,1.6,1.2,4.4,1.2,0.667,0,0,0,0,3.6,0.889,0.825,0.667
"Julius Mims","Idaho","6-9",29,807.683,0.3,0.4,0.7,14,2.2,7.1,1.2,1.3,1.9,1.8,3.2,5.4,0.817,1.7,0.368,2.4,0.34,2.8,0.556,0.65,0.659
"Le'Tre Darthard","Oklahoma","6-4",32,771.301,0.5,0.2,0.7,9.7,0.1,2.5,1,0.8,0.2,0.9,2,1.3,0.429,0.6,0.286,5.9,0.377,2,0.756,0.551,0.52
"Corey Tripp","Wofford","6-2",28,868.831,2.2,-1.5,0.7,18.1,0.9,4.3,3.9,0.7,0.3,2.5,2.3,5.4,0.553,4.1,0.53,6.5,0.272,3.1,0.776,0.516,0.488
"Ace Valentine","UMBC","6-3",29,745.097,0.1,0.6,0.7,7.5,0.7,4,3.3,1.2,0.1,1.8,1.7,3.3,0.532,1.4,0.303,2,0.326,1.7,0.692,0.498,0.471
"De'Shayne Montgomery","Mount St. Mary's","6-4",30,820.752,1,-0.3,0.7,16.9,0.8,3.3,2.4,2.1,0.8,3.5,2.7,6.5,0.662,2.3,0.4,2.6,0.429,4.5,0.718,0.629,0.605
"Brendan Wenzel","Wyoming","6-7",29,1038.383,1.3,-0.6,0.7,11.4,0.8,4.3,1.4,0.8,0.2,1.2,2.2,2.3,0.471,1.3,0.432,5.2,0.368,2.9,0.824,0.561,0.513
"Jason Edwards","North Texas","6-0",32,1055.448,2.5,-1.8,0.7,22,0.2,2.6,1.5,0.9,0.1,2.6,1.7,5.1,0.586,4.1,0.376,7.8,0.351,5.8,0.812,0.557,0.508
"Edward Nnamoko","Georgia St.","6-10",25,378.068,-0.7,1.4,0.7,6.5,2.8,5.8,1.1,0.9,1.4,1.4,4.1,2.8,0.581,1.2,0.308,0,0,3.2,0.778,0.589,0.5
"Jesper Granlund","Longwood","6-6",30,790.702,-0.8,1.5,0.7,6.3,1.2,2.1,2.2,0.8,0.4,1,2.7,1.1,0.333,1.3,0.2,3.4,0.347,2.3,0.673,0.459,0.411
"Bash Wieland","Bellarmine","6-6",20,644.898,2.4,-1.7,0.7,16.2,1.4,4.5,2.4,0.9,0.2,1.2,2.8,4.1,0.733,6.1,0.482,2,0.25,3.4,0.823,0.587,0.55
"Isaiah Cozart","Eastern Ky.","6-7",27,851.502,0.1,0.6,0.7,15.7,3.9,6.4,0.5,0.7,4.1,1.6,2.3,7.9,0.695,1.9,0.438,0,0,5.7,0.531,0.627,0.645
"Jadyn Parker","ETSU","6-10",31,846.35,-0.7,1.4,0.7,9.7,3.8,4.9,1.3,1.1,2.9,1.9,4.1,6,0.524,1,0.125,0.2,0.2,4.6,0.648,0.513,0.462
"Kaiyem Cleary","Le Moyne","6-6",24,679.015,1.2,-0.5,0.7,18.1,1.4,6.2,1.6,1.2,1,2.7,2.8,4.5,0.557,3.9,0.416,5.9,0.348,4.5,0.818,0.55,0.504
"Luke Sutherland","Le Moyne","6-7",25,713.983,2.9,-2.2,0.7,19.2,1.2,4.4,2.3,0.5,1.1,1.8,2,5.6,0.664,2.7,0.4,6.5,0.381,2.6,0.833,0.599,0.575
"Garrett Johnson","George Washington","6-8",22,652.533,0.6,0.1,0.7,14.7,1.1,5.1,1,0.9,0.5,1.7,2.1,3.7,0.5,1.1,0.391,6.1,0.398,3.3,0.864,0.589,0.543
"Grant Asman","Lipscomb","6-10",27,405.147,0.3,0.4,0.7,9.7,0.9,4.9,2,0.8,1.1,1.9,2.4,3.6,0.605,0.7,0.375,3.5,0.317,2.6,0.581,0.539,0.527
"Marques Warrick","Northern Ky.","6-2",30,1084.919,2.3,-1.6,0.7,18.4,0.4,1.9,2.5,1.1,0.1,2.2,1,5.3,0.565,2.9,0.43,6.4,0.282,5.2,0.854,0.537,0.476
"Josh Reed","Cincinnati","6-7",35,378.202,-1,1.7,0.7,6.6,2.2,4.4,1.7,1.5,0.4,1.3,3.2,1.6,0.588,0.6,0.167,4,0.31,1.1,0.727,0.491,0.469
"Mervin James","Rider","6-7",30,978.118,2.1,-1.4,0.7,20.7,2.3,4.5,2,1.1,1.1,3.1,3.3,8.1,0.601,4.8,0.41,1.6,0.467,5.6,0.853,0.603,0.549
"Lado Laku","Arkansas St.","6-10",28,227.684,-0.4,1.1,0.7,9.2,4.7,5.7,0.1,0.3,2.2,1,5.1,5,0.676,0.1,1,0,0,2.9,0.75,0.708,0.686
"Neal Marquardt","Stonehill","6-5",21,164.566,-0.4,1.1,0.7,9,4.9,4.3,2.8,0.9,0.4,1.1,5.1,5.1,0.542,0.9,0.75,0,0,4.5,0.476,0.553,0.571
"Jeremiah Williams","Rutgers","6-4",12,314.883,0.9,-0.2,0.7,16.6,1.7,3,3.9,1.6,0.8,2.4,4.1,5.6,0.571,6,0.434,2.7,0.208,4.2,0.784,0.508,0.464
"Miles Rubin","Loyola Chicago","6-10",32,570.883,-1.3,2,0.7,12.2,2.4,6.8,1.4,0.8,4.5,2.3,5.2,6.3,0.735,1.3,0.429,0.2,0,3.2,0.569,0.651,0.661
"Luis Kortright","Rhode Island","6-3",31,903.318,0.9,-0.2,0.7,11.8,0.5,4.2,4.4,1,0.3,2.3,2.3,4.2,0.564,1.8,0.375,3.5,0.297,3.9,0.66,0.519,0.484
"Parker Braun","Kansas","6-10",33,243.55,-0.5,1.2,0.7,10.4,0.7,6.2,1.4,0.7,3.2,1.6,4.4,4.8,0.824,0.3,0,1.4,0.4,1.3,0.667,0.736,0.739
"Robbie Beran","Virginia Tech","6-9",33,743.254,-0.6,1.3,0.7,9,1.3,5,1.8,0.9,1.5,1.6,4.4,2.6,0.696,0.9,0.25,3.7,0.321,1.6,0.8,0.56,0.529
"Jacob Holt","Sacramento St.","6-10",31,507.133,0.5,0.2,0.7,14.7,4.4,5.5,1.1,0.6,1.8,3,6.2,6.3,0.635,1.3,0.389,1,0.286,6.4,0.756,0.63,0.573
"Moses Flowers","St. Bonaventure","6-3",32,794.752,1,-0.3,0.7,13.9,0.8,3.2,1.7,1.3,0.1,2,3.2,1.8,0.641,2.9,0.359,6.5,0.375,2.9,0.75,0.552,0.522
"Tyrell Ward","LSU","6-6",31,673.333,2,-1.3,0.7,14.2,1,2.6,1.3,1.4,0.6,1.2,2.5,3,0.593,1.6,0.25,6.3,0.413,3,0.678,0.575,0.558
"Yvan Ouedraogo","California Baptist","6-9",31,903.684,-0.5,1.2,0.7,12.7,3.8,6.9,1.4,0.8,1.1,2.5,2.9,8.8,0.521,0.9,0.304,0,0,5.7,0.507,0.507,0.5
"Zach Anderson","FGCU","6-7",28,901.451,2.2,-1.5,0.7,15.1,1.1,4.4,2.1,0.8,0.5,2,1.4,2.6,0.531,4.7,0.483,3.8,0.489,3.2,0.688,0.597,0.58
"Trey Robinson","Northern Ky.","6-6",30,944.385,-0.7,1.4,0.7,12.7,2.3,5.2,2.1,2.1,0.3,2,2.5,5.7,0.571,2.2,0.367,2.8,0.237,4,0.679,0.509,0.473
"Elvin Edmonds IV","Bucknell","6-2",26,866.5,0,0.6,0.6,12,0.3,3.7,5,1.6,0.1,2.9,2.7,3.9,0.505,1.8,0.524,4.6,0.287,2.8,0.769,0.513,0.475
"Dale Bonner","Ohio St.","6-2",36,681.665,-0.7,1.3,0.6,8.9,0.4,3.8,2.1,1.4,0.2,1.3,1.9,2.4,0.426,2.2,0.295,4.7,0.287,2.3,0.652,0.428,0.397
"Chris Bell","Syracuse","6-7",30,823.452,1.6,-1,0.6,14.3,0.2,2.6,0.8,0.7,0.9,1,2.1,1.5,0.658,2.6,0.323,7.5,0.412,1.5,0.842,0.576,0.557
"Glen McClintock","Northeastern","6-2",7,96.433,-0.9,1.5,0.6,5.6,1.1,4.8,4.8,1.9,0,1.1,2.2,0.4,1,1.9,0.2,3.4,0.111,3,1,0.399,0.233
"Blake Preston","Northwestern","6-9",28,290.216,-0.7,1.3,0.6,7.7,3.6,3.8,3.4,0.9,1.3,1.8,7.3,6,0.478,0.3,0.5,0,0,4,0.419,0.47,0.479
"Chandler Lawson","Arkansas","6-7",33,487.467,-1.2,1.8,0.6,8.5,1.5,5.7,1.5,0.9,2.2,1,4.4,4.5,0.609,1.3,0.316,1.1,0.4,1.8,0.52,0.551,0.551
"Isaac Mushila","New Mexico","6-5",24,198.599,-0.2,0.8,0.6,6.8,3.3,6.4,1.6,0.8,0.3,1.4,2.9,3,0.368,0.8,0.2,1.8,0.273,4.1,0.692,0.454,0.357
"Dominic Parolin","Lehigh","6-8",25,643.234,0.6,0,0.6,15.6,2.5,5.9,2.1,0.8,1,1.7,3.5,8,0.547,1.1,0.15,4,0.32,3.3,0.806,0.532,0.494
"Andrew Laczkowski","Penn","6-6",26,408.666,1,-0.4,0.6,10.7,4.2,3.3,1.1,1.7,0.4,0.8,2.1,5.5,0.683,0.5,0.4,2,0.273,1.5,0.75,0.613,0.598
"Kevin Patton Jr.","San Diego","6-8",28,741.35,-0.3,0.9,0.6,12,0.8,4.6,3,1.8,1.8,2.8,2.2,4.1,0.511,3,0.388,3.2,0.315,3.3,0.72,0.503,0.463
"Eian Elmer","Miami (OH)","6-6",30,552.867,0,0.6,0.6,12.9,1.8,6,1,1.7,1.3,1.5,4.1,4.1,0.656,1.6,0.4,3.8,0.407,2.4,0.649,0.604,0.595
"Fletcher Abee","UNC Asheville","6-3",29,828.534,0.9,-0.3,0.6,12.1,0.3,1.6,1.5,0.6,0.1,0.9,2.4,0.3,0.286,3.5,0.424,6,0.392,1.9,0.957,0.562,0.521
"Corey Hadnot II","Purdue Fort Wayne","6-3",32,567.968,0.6,0,0.6,10.9,0.5,2.4,2.5,0.9,0.4,1.6,2.8,3.1,0.623,2.2,0.395,5.1,0.258,2.2,0.632,0.477,0.458
"Caleb McCarty","South Carolina St.","6-8",30,641.933,-1.1,1.7,0.6,7.6,3.4,3.2,1.4,1.3,1.6,0.9,4.7,2.7,0.647,2.3,0.5,0.2,0,2.7,0.64,0.583,0.561
"Jordan Gainey","Tennessee","6-3",35,629.248,0.1,0.5,0.6,12.8,0.9,2.4,2.3,1.6,0.3,1.7,2.9,2.5,0.609,2.2,0.317,7,0.28,2.9,0.87,0.49,0.441
"Elijah Ormiston","South Alabama","6-8",25,486.95,1.8,-1.2,0.6,12.2,1.1,5,1.5,1.3,0.7,1.1,2.5,4.5,0.708,0.8,0.364,3.4,0.388,2.3,0.618,0.631,0.628
"Jaylen Blakes","Duke","6-2",30,266.414,-0.8,1.4,0.6,7.6,0.8,2.3,1.6,2.7,0.5,1.1,3.9,2.7,0.65,0.7,0,2.5,0.263,2.3,0.941,0.547,0.466
"Arnas Sakenis","SIUE","6-11",22,277.933,-0.7,1.3,0.6,9.5,4.2,3,0.9,0.8,3,1.6,4.5,6.1,0.652,1.1,0,0,0,3.3,0.48,0.546,0.556
"Donovan Oday","Cal St. Fullerton","6-2",30,534.502,0.2,0.4,0.6,12.9,0.6,3.1,1.3,1.7,0.4,1.7,3.1,5.3,0.482,1.7,0.385,3.5,0.296,4.4,0.783,0.516,0.454
"Amarâe Marshall","UAlbany","6-4",30,950.919,1.8,-1.2,0.6,17.1,1.2,3.8,2,1.9,0.6,2.8,2.7,7.9,0.506,1.9,0.286,4.1,0.374,4.4,0.758,0.533,0.493
"BJ Freeman","Milwaukee","6-6",24,771.184,3.2,-2.6,0.6,20.7,1.1,5.4,4.2,1,0.5,4,1.8,7.9,0.473,1.6,0.316,7.1,0.359,5.4,0.833,0.538,0.486
"Erik Pratt","Milwaukee","6-5",30,837.515,2.9,-2.3,0.6,15.8,1.3,3,2.7,0.6,0.3,1.7,1.9,3.7,0.473,2.7,0.448,7.3,0.361,2.5,0.787,0.53,0.504
"Landon Wolf","UNI","6-4",27,358.398,1.5,-0.9,0.6,12.3,0.6,2.4,1.1,1,0.1,0.8,3.4,1.7,0.556,1.2,0.667,5.9,0.443,1.2,0.833,0.657,0.643
"Jalen Breazeale","USC Upstate","5-11",22,479.414,1.3,-0.7,0.6,8.8,0.2,1.8,5.2,1.3,0.1,2.2,2.2,2.1,0.621,1.6,0.261,4.6,0.292,1.8,0.76,0.481,0.449
"Khalil Brantley","La Salle","6-1",32,1158.533,1.4,-0.8,0.6,14.9,1.3,4,3.8,1.5,0.4,2.2,2.6,3.1,0.5,6,0.374,4.4,0.324,4,0.763,0.485,0.44
"Jeffrey Mills","Air Force","6-4",28,948.498,1.3,-0.7,0.6,10,0.8,2.1,3.3,1.4,0.2,1.3,2.9,2.7,0.667,1.4,0.4,3.8,0.388,1.5,0.564,0.58,0.579
"Justin Hohn","UC Irvine","6-1",33,907.917,1.8,-1.2,0.6,16.2,0.2,3.4,1.9,1.1,0,1.9,1.9,4.2,0.532,2.6,0.478,6.1,0.381,3.3,0.674,0.558,0.54
"Kevin Overton","Drake","6-5",32,976.001,0.7,-0.1,0.6,13,0.9,2.9,1.2,0.7,0.2,0.6,2.3,2.8,0.646,1.4,0.421,5.8,0.356,2.5,0.803,0.582,0.55
"Melvin Council Jr.","Wagner","6-4",27,982.05,1,-0.4,0.6,15.8,1.3,4.2,3.3,1.4,0.6,2,1.6,6.8,0.52,4.4,0.276,3.8,0.283,4.1,0.741,0.465,0.423
"PJ Hayes","San Diego","6-6",28,716.535,2.1,-1.5,0.6,12.8,0.5,3.4,1.5,0.9,0.2,1,2.3,1.8,0.538,0.5,0.25,7.1,0.404,2.4,0.827,0.604,0.572
"RJ Melendez","Georgia","6-7",35,724.734,1.1,-0.5,0.6,15.5,1.9,4.8,1.3,1.8,0.4,2.1,2.4,6.1,0.602,1.2,0.346,5.1,0.3,3.1,0.881,0.558,0.515
"Mayuom Buom","South Dakota","6-10",24,214.418,0.8,-0.2,0.6,11.6,3.3,4.8,1.7,0.6,0.8,1.6,4,6.5,0.756,0.2,0,0,0,2.5,0.688,0.736,0.738
"Ken Evans","Jackson St.","6-5",32,1138.315,1.8,-1.2,0.6,18,1.2,4,2.8,1.2,0.2,2.8,1.8,4.4,0.493,4.7,0.344,4.7,0.392,6.2,0.782,0.536,0.475
"Sebastian Forsling","New Mexico","7-0",21,80.951,-0.4,1,0.6,9.1,2.8,4.4,2.8,0,0.4,1.2,6,4.8,0.75,0,0,0,0,3.2,0.625,0.728,0.75
"Ola Ajiboye","Valparaiso","6-7",28,410.666,-0.8,1.4,0.6,9,4.1,4.7,1.1,1.1,1.6,1.4,5.9,4.1,0.596,1.8,0.429,0,0,4.2,0.612,0.57,0.544
"Tre Jackson","Western Caro.","6-1",28,929.346,1.1,-0.5,0.6,13.8,0.4,2.6,1.7,1,0,1.4,2.1,1.4,0.405,2.6,0.386,8.4,0.373,1.4,0.868,0.527,0.506
"Tre Dinkins","Canisius","6-2",31,1090.235,1.7,-1.1,0.6,15.2,0.2,2.3,3.6,1,0.3,2.3,1.8,2.2,0.58,3.6,0.402,7.3,0.352,2.6,0.78,0.53,0.502
"Yaw Obeng-Mensah","Niagara","6-7",28,699.017,2.1,-1.5,0.6,14.2,2.4,4.5,2.5,1,0.5,1.8,2.6,6.9,0.581,2.8,0.352,0.5,0.4,5.1,0.71,0.564,0.52
"Tidjiane Dioumassi","Southern U.","6-4",29,879.029,-0.6,1.2,0.6,10.5,0.4,3.7,5.9,2.1,0.2,3.2,3.1,4.2,0.575,3.4,0.302,1.5,0.162,4.2,0.689,0.474,0.419
"Tyrel Morgan","Texas St.","6-5",2,53.1,0.7,-0.1,0.6,18.1,3.9,6.5,1.9,0.6,0.6,3.9,2.6,3.2,0.8,3.2,0.6,3.2,0.8,1.9,0.667,0.852,0.867
"Cameron Brown","Saint Joseph's","6-5",35,1130.149,1.1,-0.6,0.5,11.9,1.3,3.1,1.4,1.2,0.2,0.9,2.1,3,0.546,0.7,0.318,6.9,0.368,0.9,0.69,0.542,0.535
"Abou Ousmane","Xavier","6-10",33,674.702,-1.8,2.3,0.5,11.2,4.7,6.1,2.1,1.1,2.2,2.5,5.6,7.9,0.49,2.2,0.432,0.2,0.25,3,0.45,0.475,0.476
"Jalen Celestine","California","6-7",27,730.066,0.7,-0.2,0.5,11,0.6,3.5,1.1,0.9,0.3,1,3.1,1.9,0.585,1.2,0.28,5.1,0.44,1.8,0.718,0.605,0.589
"Nimari Burnett","Michigan","6-4",32,1003.099,1,-0.5,0.5,10.7,1,3.6,2.7,1,0.5,1.9,2.9,2.1,0.492,1.8,0.442,5.2,0.347,2.1,0.721,0.524,0.498
"Alex Merkviladze","LMU (CA)","6-8",28,866.849,1.2,-0.7,0.5,14,1.5,7,1.7,0.6,0.3,1.6,2.5,4.3,0.495,1.6,0.333,5.6,0.358,3.7,0.739,0.53,0.493
"Aaron McBride","LMU (CA)","6-6",16,128.633,-0.7,1.2,0.5,6.2,3.7,4,2.3,1.4,0.6,0.8,1.4,3.4,0.667,0.8,0.333,1.7,0.167,1.4,0.2,0.471,0.5
"Chris Moore","Auburn","6-6",34,476.95,-1.3,1.8,0.5,6.3,2.1,2.4,1.9,1.1,0.9,1.3,2.9,2.6,0.629,0.4,0.6,1.7,0.261,1.6,0.773,0.579,0.54
"Bobby Harvey","Portland St.","6-4",29,766.399,0.2,0.3,0.5,11.8,0.8,2.7,0.9,1.1,0.2,1,2.5,1,0.545,1.3,0.3,8.7,0.355,0.8,0.789,0.517,0.506
"Dominic Brewton","Cal St. Fullerton","6-3",29,979.536,0.5,0,0.5,18.2,1,4.2,2.3,1.5,0.3,2.3,2,5.9,0.558,6.2,0.41,3.4,0.326,4.6,0.682,0.513,0.484
"Jared Billups","George Mason","6-4",31,786.184,-1.7,2.2,0.5,6.2,2.2,3.9,1.7,1.3,0.3,1,3.6,2.2,0.609,1.1,0.292,1.6,0.242,2.9,0.597,0.495,0.456
"Jed Miller","Montana St.","6-2",20,191.566,-0.2,0.7,0.5,9,0.9,4.1,3.2,1.8,0.5,1.6,1.6,1.1,0.5,2.5,0.357,5.7,0.219,2.7,0.867,0.423,0.356
"Javan Simmons","Toledo","6-7",32,996.299,1.7,-1.2,0.5,13.4,2.2,3.3,1.6,0.6,1.1,1.2,3.4,5.8,0.615,2.8,0.451,0.9,0.308,3.9,0.737,0.589,0.552
"Bryan Etumnu","Merrimack","6-7",27,595.185,-0.8,1.3,0.5,11.6,1.3,5,0.8,1,3.1,1.1,4.3,5.2,0.67,0.5,0.333,2.3,0.35,2.6,0.727,0.627,0.606
"Jackson Shelstad","Oregon","6-0",32,1038.817,2.3,-1.8,0.5,13.8,0.5,2.6,3,0.7,0.2,1.8,1.6,2.7,0.582,4.3,0.484,4.8,0.345,1.9,0.857,0.547,0.52
"Anthony Leal","Indiana","6-5",21,306.35,-1.3,1.8,0.5,5.7,1,4.1,2.7,0.9,0.6,1.6,2.7,1.4,0.583,0.6,0,2.1,0.474,1.8,0.625,0.585,0.569
"Jordan Marsh","App State","5-10",29,328.735,1.6,-1.1,0.5,19,0.5,4.1,3,1.6,0.7,2.2,2.4,6.9,0.522,3.6,0.4,5.9,0.298,5.1,0.714,0.505,0.469
"Beon Riley","Utah Tech","6-6",23,652.548,0.6,-0.1,0.5,12.2,2.1,4.4,2.1,1.1,0.1,1.7,4,5.1,0.545,2.2,0.419,1.6,0.387,3.7,0.792,0.572,0.52
"Harlan Obioha","Niagara","7-0",31,835.55,0.3,0.2,0.5,13.5,2.9,7.5,1.5,0.5,1,2.7,3.4,7,0.707,1.1,0.16,0,0,5.1,0.625,0.64,0.635
"Cameron Tucker","Alabama A&M","6-1",26,776.981,-0.2,0.7,0.5,9.5,1,4,4.4,1.7,0.2,3.1,2.2,3.2,0.56,1.8,0.442,1.6,0.237,4,0.766,0.551,0.478
"Grayson Carper","Cal St. Fullerton","6-6",30,779.299,-0.1,0.6,0.5,8.7,0.7,5,0.5,0.7,0.6,0.9,1.9,0.6,0.429,0,1,6.5,0.37,1,0.87,0.57,0.547
